D0 Brightness -SAP,shift1,shift2,shift3,shift4,shift5,shift6,shift7,shift8,shift9,shift10,shift11,shift12,shift13,shift14,shift15
75.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3
77.8,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3
76.4,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3
77.2,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3
78,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3
74.9,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3
75.2,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3
76.1,48.9,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3
75.7,48.9,48.9,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3
76.5,48.9,48.9,48.9,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3
75.8,48.9,48.9,48.9,48.9,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3
76.3,48.9,48.9,48.9,48.9,48.9,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3
76.1,48.9,48.9,48.9,48.9,48.9,48.9,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3
76.2,48.9,48.9,48.9,48.9,48.9,48.9,48.9,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3
75.8,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,46.3,46.3,46.3,46.3,46.3,46.3,46.3
73.5,48.3,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,46.3,46.3,46.3,46.3,46.3,46.3
72.6,48.3,48.3,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,46.3,46.3,46.3,46.3,46.3
74,48.3,48.3,48.3,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,46.3,46.3,46.3,46.3
76.6,48.3,48.3,48.3,48.3,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,46.3,46.3,46.3
77,48.3,48.3,48.3,48.3,48.3,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,46.3,46.3
76.1,48.3,48.3,48.3,48.3,48.3,48.3,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,46.3
74.7,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9
72.8,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.9,48.9,48.9,48.9,48.9,48.9,48.9
75.5,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.9,48.9,48.9,48.9,48.9,48.9
77.9,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.9,48.9,48.9,48.9,48.9
77.1,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.9,48.9,48.9,48.9
77.8,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.9,48.9,48.9
77.5,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.9,48.9
77.9,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.9
76.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3
73.5,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3
75,49.4,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3
75.1,49.4,49.4,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3
76.9,49.4,49.4,49.4,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3
77.4,49.4,49.4,49.4,49.4,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3
75.3,49.4,49.4,49.4,49.4,49.4,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3
74.2,49.4,49.4,49.4,49.4,49.4,49.4,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3
72.1,49.4,49.4,49.4,49.4,49.4,49.4,49.4,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3
73.9,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,48.3,48.3,48.3,48.3,48.3,48.3,48.3
75.6,47.8,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,48.3,48.3,48.3,48.3,48.3,48.3
75.4,47.8,47.8,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,48.3,48.3,48.3,48.3,48.3
76,47.8,47.8,47.8,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,48.3,48.3,48.3,48.3
77.7,47.8,47.8,47.8,47.8,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,48.3,48.3,48.3
78.5,47.8,47.8,47.8,47.8,47.8,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,48.3,48.3
78.4,47.8,47.8,47.8,47.8,47.8,47.8,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,48.3
77,47.8,47.8,47.8,47.8,47.8,47.8,47.8,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4
77.4,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,49.4,49.4,49.4,49.4,49.4,49.4,49.4
77,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,49.4,49.4,49.4,49.4,49.4,49.4
76.1,47.9,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,49.4,49.4,49.4,49.4,49.4
76.8,47.9,47.9,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,49.4,49.4,49.4,49.4
73.7,47.9,47.9,47.9,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,49.4,49.4,49.4
71,47.9,47.9,47.9,47.9,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,49.4,49.4
71.6,47.9,47.9,47.9,47.9,47.9,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,49.4
70.8,47.9,47.9,47.9,47.9,47.9,47.9,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8
71,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8
70.5,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.8,47.8,47.8,47.8,47.8,47.8,47.8
70,48.1,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.8,47.8,47.8,47.8,47.8,47.8
72,48.1,48.1,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.8,47.8,47.8,47.8,47.8
74.2,48.1,48.1,48.1,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.8,47.8,47.8,47.8
75,48.1,48.1,48.1,48.1,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.8,47.8,47.8
73,48.1,48.1,48.1,48.1,48.1,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.8,47.8
74.5,48.1,48.1,48.1,48.1,48.1,48.1,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.8
75.7,48.1,48.1,48.1,48.1,48.1,48.1,48.1,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9
74.6,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,47.9,47.9,47.9,47.9,47.9,47.9,47.9
75.8,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,47.9,47.9,47.9,47.9,47.9,47.9
70.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,47.9,47.9,47.9,47.9,47.9
70,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,47.9,47.9,47.9,47.9
60.5,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,47.9,47.9,47.9
71.3,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,47.9,47.9
75.8,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,47.9
79.9,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1
79.5,50.9,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1
79,50.9,50.9,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1
78.5,50.9,50.9,50.9,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1
78.8,50.9,50.9,50.9,50.9,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1
77.1,50.9,50.9,50.9,50.9,50.9,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1
76.8,50.9,50.9,50.9,50.9,50.9,50.9,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1
78.1,50.9,50.9,50.9,50.9,50.9,50.9,50.9,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1
76.8,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,48.1,48.1,48.1,48.1,48.1,48.1,48.1
75.3,49.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,48.1,48.1,48.1,48.1,48.1,48.1
77.2,49.9,49.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,48.1,48.1,48.1,48.1,48.1
79,49.9,49.9,49.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,48.1,48.1,48.1,48.1
80,49.9,49.9,49.9,49.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,48.1,48.1,48.1
79.5,49.9,49.9,49.9,49.9,49.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,48.1,48.1
79.9,49.9,49.9,49.9,49.9,49.9,49.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,48.1
77.4,49.9,49.9,49.9,49.9,49.9,49.9,49.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9
76.7,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9
74.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,50.9,50.9,50.9,50.9,50.9,50.9
75,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,50.9,50.9,50.9,50.9,50.9
74.4,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,50.9,50.9,50.9,50.9
72.6,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,50.9,50.9,50.9
74,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,50.9,50.9
76.6,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,50.9
78.2,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9
76.2,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9
75.8,48.6,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9
78.2,48.6,48.6,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9
76.4,48.6,48.6,48.6,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9
76.8,48.6,48.6,48.6,48.6,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9
78.3,48.6,48.6,48.6,48.6,48.6,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9
78.8,48.6,48.6,48.6,48.6,48.6,48.6,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9
78.9,48.6,48.6,48.6,48.6,48.6,48.6,48.6,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9
79.2,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,49.9,49.9,49.9,49.9,49.9,49.9,49.9
79.4,47.2,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,49.9,49.9,49.9,49.9,49.9,49.9
77,47.2,47.2,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,49.9,49.9,49.9,49.9,49.9
79,47.2,47.2,47.2,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,49.9,49.9,49.9,49.9
79.5,47.2,47.2,47.2,47.2,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,49.9,49.9,49.9
79.9,47.2,47.2,47.2,47.2,47.2,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,49.9,49.9
79.4,47.2,47.2,47.2,47.2,47.2,47.2,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,49.9
79.8,47.2,47.2,47.2,47.2,47.2,47.2,47.2,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6
80,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,48.6,48.6,48.6,48.6,48.6,48.6,48.6
73.1,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,48.6,48.6,48.6,48.6,48.6,48.6
70.8,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,48.6,48.6,48.6,48.6,48.6
70.3,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,48.6,48.6,48.6,48.6
73.7,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,48.6,48.6,48.6
77.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,48.6,48.6
79.5,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,48.6
79.8,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2
75.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2
72.6,47.3,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2
68.9,47.3,47.3,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2
69.2,47.3,47.3,47.3,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2
70.8,47.3,47.3,47.3,47.3,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2
71.3,47.3,47.3,47.3,47.3,47.3,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2
67.1,47.3,47.3,47.3,47.3,47.3,47.3,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2
71.1,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2
68.4,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.2,47.2,47.2,47.2,47.2,47.2,47.2
67.5,45,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.2,47.2,47.2,47.2,47.2,47.2
72.8,45,45,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.2,47.2,47.2,47.2,47.2
75.6,45,45,45,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.2,47.2,47.2,47.2
70.2,45,45,45,45,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.2,47.2,47.2
65.8,45,45,45,45,45,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.2,47.2
64.3,45,45,45,45,45,45,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.2
67.9,45,45,45,45,45,45,45,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3
68.4,45,45,45,45,45,45,45,45,47.3,47.3,47.3,47.3,47.3,47.3,47.3
72.4,45,45,45,45,45,45,45,45,45,47.3,47.3,47.3,47.3,47.3,47.3
75.3,45,45,45,45,45,45,45,45,45,45,47.3,47.3,47.3,47.3,47.3
76.8,45,45,45,45,45,45,45,45,45,45,45,47.3,47.3,47.3,47.3
78,45,45,45,45,45,45,45,45,45,45,45,45,47.3,47.3,47.3
77.9,45,45,45,45,45,45,45,45,45,45,45,45,45,47.3,47.3
77.6,45,45,45,45,45,45,45,45,45,45,45,45,45,45,47.3
77.8,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
77.2,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
76.5,50.3,45,45,45,45,45,45,45,45,45,45,45,45,45,45
77.7,50.3,50.3,45,45,45,45,45,45,45,45,45,45,45,45,45
77.5,50.3,50.3,50.3,45,45,45,45,45,45,45,45,45,45,45,45
75,50.3,50.3,50.3,50.3,45,45,45,45,45,45,45,45,45,45,45
76.4,50.3,50.3,50.3,50.3,50.3,45,45,45,45,45,45,45,45,45,45
76.8,50.3,50.3,50.3,50.3,50.3,50.3,45,45,45,45,45,45,45,45,45
75.6,50.3,50.3,50.3,50.3,50.3,50.3,50.3,45,45,45,45,45,45,45,45
74.2,50.3,50.3,50.3,50.3,50.3,50.3,50.3,50.3,45,45,45,45,45,45,45
74,47.4,50.3,50.3,50.3,50.3,50.3,50.3,50.3,50.3,45,45,45,45,45,45
75.1,47.4,47.4,50.3,50.3,50.3,50.3,50.3,50.3,50.3,50.3,45,45,45,45,45
75.3,47.4,47.4,47.4,50.3,50.3,50.3,50.3,50.3,50.3,50.3,50.3,45,45,45,45
74.6,47.4,47.4,47.4,47.4,50.3,50.3,50.3,50.3,50.3,50.3,50.3,50.3,45,45,45
73.7,47.4,47.4,47.4,47.4,47.4,50.3,50.3,50.3,50.3,50.3,50.3,50.3,50.3,45,45
72.8,47.4,47.4,47.4,47.4,47.4,47.4,50.3,50.3,50.3,50.3,50.3,50.3,50.3,50.3,45
72.2,47.4,47.4,47.4,47.4,47.4,47.4,47.4,50.3,50.3,50.3,50.3,50.3,50.3,50.3,50.3
76.7,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,50.3,50.3,50.3,50.3,50.3,50.3,50.3
74,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,50.3,50.3,50.3,50.3,50.3,50.3
73.1,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,50.3,50.3,50.3,50.3,50.3
72.6,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,50.3,50.3,50.3,50.3
72.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,50.3,50.3,50.3
71.5,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,50.3,50.3
70.2,45.5,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,50.3
70,45.5,45.5,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4
70.6,45.5,45.5,45.5,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4
70,45.5,45.5,45.5,45.5,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4
73.6,45.5,45.5,45.5,45.5,45.5,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4
73,45.5,45.5,45.5,45.5,45.5,45.5,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4
72.3,45.5,45.5,45.5,45.5,45.5,45.5,45.5,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4
70.2,45.5,45.5,45.5,45.5,45.5,45.5,45.5,45.5,47.4,47.4,47.4,47.4,47.4,47.4,47.4
68.9,46.1,45.5,45.5,45.5,45.5,45.5,45.5,45.5,45.5,47.4,47.4,47.4,47.4,47.4,47.4
72.8,46.1,46.1,45.5,45.5,45.5,45.5,45.5,45.5,45.5,45.5,47.4,47.4,47.4,47.4,47.4
75,46.1,46.1,46.1,45.5,45.5,45.5,45.5,45.5,45.5,45.5,45.5,47.4,47.4,47.4,47.4
74.1,46.1,46.1,46.1,46.1,45.5,45.5,45.5,45.5,45.5,45.5,45.5,45.5,47.4,47.4,47.4
72.8,46.1,46.1,46.1,46.1,46.1,45.5,45.5,45.5,45.5,45.5,45.5,45.5,45.5,47.4,47.4
75.7,46.1,46.1,46.1,46.1,46.1,46.1,45.5,45.5,45.5,45.5,45.5,45.5,45.5,45.5,47.4
75.5,46.1,46.1,46.1,46.1,46.1,46.1,46.1,45.5,45.5,45.5,45.5,45.5,45.5,45.5,45.5
76.4,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,45.5,45.5,45.5,45.5,45.5,45.5,45.5
76.2,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,45.5,45.5,45.5,45.5,45.5,45.5
76,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,45.5,45.5,45.5,45.5,45.5
76.4,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,45.5,45.5,45.5,45.5
76.7,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,45.5,45.5,45.5
77,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,45.5,45.5
76.4,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,45.5
78.6,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1
78.9,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1
80,50.5,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1
79.3,50.5,50.5,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1
80,50.5,50.5,50.5,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1
77,50.5,50.5,50.5,50.5,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1
78.8,50.5,50.5,50.5,50.5,50.5,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1
79.2,50.5,50.5,50.5,50.5,50.5,50.5,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1
75.9,50.5,50.5,50.5,50.5,50.5,50.5,50.5,46.1,46.1,46.1,46.1,46.1,46.1,46.1,46.1
78.2,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,46.1,46.1,46.1,46.1,46.1,46.1,46.1
77.6,49.9,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,46.1,46.1,46.1,46.1,46.1,46.1
76.2,49.9,49.9,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,46.1,46.1,46.1,46.1,46.1
69.6,49.9,49.9,49.9,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,46.1,46.1,46.1,46.1
73,49.9,49.9,49.9,49.9,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,46.1,46.1,46.1
75.8,49.9,49.9,49.9,49.9,49.9,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,46.1,46.1
76.4,49.9,49.9,49.9,49.9,49.9,49.9,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,46.1
76.1,49.9,49.9,49.9,49.9,49.9,49.9,49.9,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5
77.4,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,50.5,50.5,50.5,50.5,50.5,50.5,50.5
77.1,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,50.5,50.5,50.5,50.5,50.5,50.5
78,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,50.5,50.5,50.5,50.5,50.5
74.6,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,50.5,50.5,50.5,50.5
73,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,50.5,50.5,50.5
72.5,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,50.5,50.5
73.3,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,50.5
74.2,51.8,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9
76.4,51.8,51.8,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9
75.6,51.8,51.8,51.8,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9
75,51.8,51.8,51.8,51.8,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9
75.5,51.8,51.8,51.8,51.8,51.8,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9
76,51.8,51.8,51.8,51.8,51.8,51.8,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9
74.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9
75.2,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,49.9,49.9,49.9,49.9,49.9,49.9,49.9
72.6,48.1,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,49.9,49.9,49.9,49.9,49.9,49.9
72.8,48.1,48.1,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,49.9,49.9,49.9,49.9,49.9
74.1,48.1,48.1,48.1,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,49.9,49.9,49.9,49.9
73.6,48.1,48.1,48.1,48.1,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,49.9,49.9,49.9
72.6,48.1,48.1,48.1,48.1,48.1,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,49.9,49.9
73.4,48.1,48.1,48.1,48.1,48.1,48.1,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,49.9
74.8,48.1,48.1,48.1,48.1,48.1,48.1,48.1,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8
75.6,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,51.8,51.8,51.8,51.8,51.8,51.8,51.8
